"SetuVillageId","PortalLocationCode","PortalOriginalVillageId","SetuVillageName","PortalVillageName","SetuBlockId","SetuBlockName","PortalBlockId","PortalBlockName","SetuDistrictId","SetuDistrictName","PortalDistrictId","PortalDistrictName","OverallStatus","DifferenceDetails"
"12505119","​130180012001200009","11268","Ostapada","OSTA PADA","12505","Nayagarh","130180","ODAGAON","125","Nayagarh","24","NAYAGARH","Different","Village text/case differs; Block assignment/name differs"
"12505120","","","Palagunthuni","","12505","Nayagarh","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12505121","","","Palisasan","","12505","Nayagarh","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12505122","","","Pankalsahi","","12505","Nayagarh","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12505123","​130211007000700192","4262","Parbatipur","PARBATI PUR","12505","Nayagarh","130070","NIMAPARA","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12505124","​130060016001600105","555933","Patachandiprasad","PATACHANDIPRASAD","12505","Nayagarh","130060","ASTARANGA","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12505125","​040060013001300071","567873","Patharkata","PATHAR KATA","12505","Nayagarh","040060","SHAMAKHUNTA","125","Nayagarh","22","MAYURBHANJ","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12505126","​130060016001600079","555907","Pathuriapada","PATHURIAPADA","12505","Nayagarh","130060","ASTARANGA","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12505127","​130050016001600025","555853","Phasipada","PHASIPADA","12505","Nayagarh","130050","KAKATPUR","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12505128","​130060016001600151","555979","Piasalia","PIASALIA","12505","Nayagarh","130060","ASTARANGA","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12505129","​130060016001600125","555953","Pratapprasad","PRATAPPRASAD","12505","Nayagarh","130060","ASTARANGA","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12505130","","","Pursotampur","","12505","Nayagarh","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"","​130160013001300065","11324","","RAEPURPAPATANA","","","130160","NAYAGARH","","","24","NAYAGARH","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"12505131","​130060016001600122","555950","Raghunathprasad","RAGHUNATHPRASAD","12505","Nayagarh","130060","ASTARANGA","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12505132","​130060016001600016","555844","Rasola","RASOLA","12505","Nayagarh","130060","ASTARANGA","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12505133","​060020028002800053","10858","Rautarapur","RAUTARA PUR","12505","Nayagarh","060020","BARANGA","125","Nayagarh","7","CUTTACK","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12505134","​130060016001600095","555923","Sajanapada","SAJANAPADA","12505","Nayagarh","130060","ASTARANGA","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12505135","","","Saluni","","12505","Nayagarh","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12505136","​130060016001600098","555926","Sanapandusar","SANAPANDUSAR","12505","Nayagarh","130060","ASTARANGA","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12505137","​130050016001600028","555856","Sankhei","SANKHEI","12505","Nayagarh","130050","KAKATPUR","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12505138","​010330029002900003","562719","Saradhapur","SARADHAPUR","12505","Nayagarh","010290","NAKTIDEUL","125","Nayagarh","28","SAMBALPUR","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12505139","","","Sarankul Oraf Jahnipada","","12505","Nayagarh","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12505140","","","Sarapada","","12505","Nayagarh","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12505141","​130310017001700096","555924","Shyamaghanapur","SHYAMAGHANA PUR","12505","Nayagarh","130170","RANPUR","125","Nayagarh","24","NAYAGARH","Different","Village text/case differs; Block assignment/name differs"
"12505142","","","Sipahiasuradhipa","","12505","Nayagarh","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12505143","","","Subalaya","","12505","Nayagarh","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12505144","​130060016001600090","555918","Sukalagadia","SUKALAGADIA","12505","Nayagarh","130060","ASTARANGA","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12505145","​130060016001600144","555972","Sulia","SULIA","12505","Nayagarh","130060","ASTARANGA","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12505146","","","Sunalati","","12505","Nayagarh","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12505147","","","Sundaria","","12505","Nayagarh","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12505148","​130050016001600027","555855","Tangipatna","TANGIPATNA","12505","Nayagarh","130050","KAKATPUR","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12505149","","","Tentuliapalli","","12505","Nayagarh","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12505150","​130060016001600172","556000","Tipura","TIPURA","12505","Nayagarh","130060","ASTARANGA","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12505151","​090160019001900049","564215","Tulasipur","TULASIPUR","12505","Nayagarh","090160","SONEPUR","125","Nayagarh","29","SONEPUR","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12505152","","","Udayapur","","12505","Nayagarh","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"","​130160013001300034","11293","","UPRABASTA","","","130160","NAYAGARH","","","24","NAYAGARH","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"12506001","","","Abhaypur","","12506","Nuagaon","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12506002","​130030019001900024","555852","Achhupada","ACHHUPADA","12506","Nuagaon","130030","PURI","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12506003","​130030019001900095","555923","Adipada","ADIPADA","12506","Nuagaon","130030","PURI","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"","​130190015001500057","11316","","ALAROUR","","","130190","NUAGAON","","","24","NAYAGARH","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"12506004","​130030019001900038","555866","Ambajhari","AMBAJHARI","12506","Nuagaon","130030","PURI","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12506005","​100140001000100246","974201","Ambapada","AMBAPADA","12506","Nuagaon","100140","NUAPARA","125","Nayagarh","25","NUAPADA","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12506006","","","Ameinmunhi","","12506","Nuagaon","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12506007","","","Andharkhani","","12506","Nuagaon","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12506008","","","Andhikiari","","12506","Nuagaon","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12506009","","","Angising","","12506","Nuagaon","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"","​130190015001500073","11332","","ANJIRA","","","130190","NUAGAON","","","24","NAYAGARH","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"12506010","","","Atharaganda","","12506","Nuagaon","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12506016","","","Bada Tamanadu","","12506","Nuagaon","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12506011","","","Badaberana","","12506","Nuagaon","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"","​130190015001500084","11343","","BADACHELIPATANA","","","130190","NUAGAON","","","24","NAYAGARH","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"12506012","​130040019001900019","555847","Badadurupa","BADADURUPA","12506","Nuagaon","130040","GOP","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12506013","","","Badagotha","","12506","Nuagaon","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12506014","","","Badajiri","","12506","Nuagaon","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12506015","","","Badakathuabari","","12506","Nuagaon","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12506017","​130040019001900067","555895","Badhulipur","BADHULIPUR","12506","Nuagaon","130040","GOP","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12506018","​130030019001900052","555880","Badibari","BADIBARI","12506","Nuagaon","130030","PURI","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12506019","","","Badtaila","","12506","Nuagaon","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12506020","​130030019001900046","555874","Bagiamba","BAGIAMBA","12506","Nuagaon","130030","PURI","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12506021","​130040019001900058","555886","Bahadajhola","BAHADAJHOLA","12506","Nuagaon","130040","GOP","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12506022","","","Bakalbandha","","12506","Nuagaon","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12506023","​130100026002600065","11324","Balabhadrapur","BALABHADRAPUR","12506","Nuagaon","130100","KANAS","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12506024","​010280026002600052","563124","Balanda","BALANDA","12506","Nuagaon","010280","RAIRAKHOL","125","Nayagarh","28","SAMBALPUR","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12506025","​130040019001900043","555871","Bamuri","BAMURI","12506","Nuagaon","130040","GOP","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12506026","","","Banamalipur","","12506","Nuagaon","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12506027","​070200015001500023","556887","Bandhabhuin","BANDHABHUIN","12506","Nuagaon","070150","HINDOL","125","Nayagarh","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12506028","​130110024002400026","11285","Bantala","BANTALA","12506","Nuagaon","130110","SATYABADI","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12506029","​130030019001900103","555931","Banuasahi","BANUASAHI","12506","Nuagaon","130030","PURI","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12506030","​130030019001900004","555832","Baradakhaman","BARADAKHAMAN","12506","Nuagaon","130030","PURI","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12506031","​040150007000700106","568284","Baradihi","BARADIHI","12506","Nuagaon","040150","BHALDA","125","Nayagarh","22","MAYURBHANJ","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12506032","​110300027002700036","972140","Barkola","BARKOLA","12506","Nuagaon","110300","KOSAGUMUNDA","125","Nayagarh","23","NABARANGPUR","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12506033","","","Baunsakhal","","12506","Nuagaon","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12506034","​130060019001900008","555836","Beguniasahi","BEGUNIASAHI","12506","Nuagaon","130060","ASTARANGA","125","Nayagarh","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"12506035","","","Beladwar","","12506","Nuagaon","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12506036","","","Belbani","","12506","Nuagaon","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"","​130190015001500037","11296","","BENTPUR","","","130190","NUAGAON","","","24","NAYAGARH","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"12506037","","","Beruanbari","","12506","Nuagaon","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"12506038","","","Betanati","","12506","Nuagaon","","","125","Nayagarh","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
